model,sample,dependent,variable,coef,std_err,p_value,nobs,firms,years,r2_within,engine,raw_p_value,adjusted_p_value_BH,significance_raw,significance_adjusted,theory_score,robustness_score,recommendation
D6_ln_invention_grant_lead1,,ln_invention_grant_lead1,firm_age,0.0006947839335462452,0.06396333390625647,0.9913334773823295,25666.0,5252.0,6.0,0.004568550988120368,PanelOLS,0.9913334773823295,,0,0,2,1,control_variable
D6_ln_invention_grant_lead2,,ln_invention_grant_lead2,manufacturing_post2021,0.007673358529615411,0.027071871467469578,0.7768394355107984,25457.0,5238.0,6.0,-0.015828898596188745,PanelOLS,0.7768394355107984,0.9305653205016744,0,0,2,1,not_recommended
D6_ln_invention_grant_lead2,,ln_invention_grant_lead2,ln_assets,0.07297084309097354,0.02096917694462427,0.0005026400003746989,25457.0,5238.0,6.0,-0.015828898596188745,PanelOLS,0.0005026400003746989,,1,0,2,2,control_variable
D6_ln_invention_grant_lead2,,ln_invention_grant_lead2,roa,0.07045195803747312,0.06686710074014675,0.2920733383479952,25457.0,5238.0,6.0,-0.015828898596188745,PanelOLS,0.2920733383479952,,0,0,2,1,control_variable
D6_ln_invention_grant_lead2,,ln_invention_grant_lead2,cashflow_ratio,0.19257562794771785,0.0899940009936414,0.032377065073201816,25457.0,5238.0,6.0,-0.015828898596188745,PanelOLS,0.032377065073201816,,1,0,2,1,control_variable
D6_ln_invention_grant_lead2,,ln_invention_grant_lead2,firm_age,-0.03012365165123973,0.06402055611479517,0.6379808214738372,25457.0,5238.0,6.0,-0.015828898596188745,PanelOLS,0.6379808214738372,,0,0,2,1,control_variable
D7_Stage_Policy,,ln_invention_apply,treat_2021_2022,-0.03427586538140804,0.024187625972229454,0.15646882282197816,36605.0,5629.0,8.0,-0.07161455623128088,PanelOLS,0.15646882282197816,0.5965373870087917,0,0,3,1,not_recommended
D7_Stage_Policy,,ln_invention_apply,treat_2023_2024,-0.053847739647575256,0.02932028801886882,0.06628812867587008,36605.0,5629.0,8.0,-0.07161455623128088,PanelOLS,0.06628812867587008,0.39481506659857674,0,0,3,1,not_recommended
D7_Stage_Policy,,ln_invention_apply,ln_assets,0.05801349498696516,0.018162077634676768,0.0014035432899890399,36605.0,5629.0,8.0,-0.07161455623128088,PanelOLS,0.0014035432899890399,,1,0,1,2,control_variable
D7_Stage_Policy,,ln_invention_apply,roa,-0.005566588126760224,0.0729450586274939,0.9391713196191325,36605.0,5629.0,8.0,-0.07161455623128088,PanelOLS,0.9391713196191325,,0,0,1,1,control_variable
D7_Stage_Policy,,ln_invention_apply,cashflow_ratio,-0.05960217315702592,0.0789651569385766,0.4503802618605497,36605.0,5629.0,8.0,-0.07161455623128088,PanelOLS,0.4503802618605497,,0,0,1,1,control_variable
D7_Stage_Policy,,ln_invention_apply,firm_age,-0.07768809500795838,0.07611395142674589,0.3074133811461892,36605.0,5629.0,8.0,-0.07161455623128088,PanelOLS,0.3074133811461892,,0,0,1,1,control_variable
D7_Stage_Policy,,ln_invention_apply,WALD_STAGE_EQ,0.7089841639201265,,0.3997812512412252,36605.0,,,,Wald chi2(1),0.3997812512412252,,0,0,1,1,control_variable
D7_Stage_invention_grant,,ln_invention_grant,treat_2021_2022,-0.006123209472751761,0.023563946754794993,0.7949773487269967,36605.0,5629.0,8.0,-0.05567361301519935,PanelOLS,0.7949773487269967,0.9305653205016744,0,0,3,1,not_recommended
D7_Stage_invention_grant,,ln_invention_grant,treat_2023_2024,0.006780488797514901,0.029596847814163732,0.8187966202987924,36605.0,5629.0,8.0,-0.05567361301519935,PanelOLS,0.8187966202987924,0.9305653205016744,0,0,3,1,not_recommended
D7_Stage_invention_grant,,ln_invention_grant,ln_assets,0.07829193660663619,0.017203307386575266,5.35989838046369e-06,36605.0,5629.0,8.0,-0.05567361301519935,PanelOLS,5.35989838046369e-06,,1,0,1,2,control_variable
D7_Stage_invention_grant,,ln_invention_grant,roa,-0.07560034647884335,0.06055336162100711,0.2118606245069261,36605.0,5629.0,8.0,-0.05567361301519935,PanelOLS,0.2118606245069261,,0,0,1,1,control_variable
D7_Stage_invention_grant,,ln_invention_grant,cashflow_ratio,0.04720552968473316,0.07197268005214126,0.5119054216157592,36605.0,5629.0,8.0,-0.05567361301519935,PanelOLS,0.5119054216157592,,0,0,1,1,control_variable
D7_Stage_invention_grant,,ln_invention_grant,firm_age,-0.05586339064144066,0.07240585843567512,0.44039792787603815,36605.0,5629.0,8.0,-0.05567361301519935,PanelOLS,0.44039792787603815,,0,0,1,1,control_variable
D7_Stage_invention_grant,,ln_invention_grant,WALD_STAGE_EQ,0.2523692810498311,,0.6154117127149218,36605.0,,,,Wald chi2(1),0.6154117127149218,,0,0,1,1,control_variable
D7_Stage_patent_apply_total,,ln_patent_apply_total,treat_2021_2022,-0.00883476186877726,0.03283144839403074,0.7878587632668705,36605.0,5629.0,8.0,-0.05688480373735327,PanelOLS,0.7878587632668705,0.9305653205016744,0,0,3,1,not_recommended
D7_Stage_patent_apply_total,,ln_patent_apply_total,treat_2023_2024,-0.062090645135166926,0.03805047952555977,0.10273250013928248,36605.0,5629.0,8.0,-0.05688480373735327,PanelOLS,0.10273250013928248,0.476841126920746,0,0,3,1,not_recommended
D7_Stage_patent_apply_total,,ln_patent_apply_total,ln_assets,0.10296256200076007,0.024613399958269354,2.8823638329456003e-05,36605.0,5629.0,8.0,-0.05688480373735327,PanelOLS,2.8823638329456003e-05,,1,0,1,2,control_variable
D7_Stage_patent_apply_total,,ln_patent_apply_total,roa,0.005493047522121111,0.09045450790049651,0.9515768740651862,36605.0,5629.0,8.0,-0.05688480373735327,PanelOLS,0.9515768740651862,,0,0,1,1,control_variable
D7_Stage_patent_apply_total,,ln_patent_apply_total,cashflow_ratio,-0.09363322806906056,0.10747107482426092,0.3836292241425774,36605.0,5629.0,8.0,-0.05688480373735327,PanelOLS,0.3836292241425774,,0,0,1,1,control_variable
D7_Stage_patent_apply_total,,ln_patent_apply_total,firm_age,-0.09691583092013034,0.09225175349164987,0.29346977252763073,36605.0,5629.0,8.0,-0.05688480373735327,PanelOLS,0.29346977252763073,,0,0,1,1,control_variable
D7_Stage_patent_apply_total,,ln_patent_apply_total,WALD_STAGE_EQ,2.708091280919606,,0.0998403853925025,36605.0,,,,Wald chi2(1),0.0998403853925025,,0,0,1,1,control_variable
D7_Stage_patent_grant_total,,ln_patent_grant_total,treat_2021_2022,0.03595260594683034,0.03501959397746456,0.304596821262322,36605.0,5629.0,8.0,-0.006939249485193644,PanelOLS,0.304596821262322,0.7741835873750684,0,0,3,1,not_recommended
D7_Stage_patent_grant_total,,ln_patent_grant_total,treat_2023_2024,-0.07683873132393242,0.04258677458626791,0.07119615955056302,36605.0,5629.0,8.0,-0.006939249485193644,PanelOLS,0.07119615955056302,0.39481506659857674,0,0,3,1,not_recommended
D7_Stage_patent_grant_total,,ln_patent_grant_total,ln_assets,0.12598977453269125,0.025463007758696053,7.539084674323959e-07,36605.0,5629.0,8.0,-0.006939249485193644,PanelOLS,7.539084674323959e-07,,1,0,1,2,control_variable
D7_Stage_patent_grant_total,,ln_patent_grant_total,roa,0.07888023920598244,0.09619894898644958,0.412239598470999,36605.0,5629.0,8.0,-0.006939249485193644,PanelOLS,0.412239598470999,,0,0,1,1,control_variable
D7_Stage_patent_grant_total,,ln_patent_grant_total,cashflow_ratio,-0.07596581624942295,0.10682889131115762,0.4770288351362497,36605.0,5629.0,8.0,-0.006939249485193644,PanelOLS,0.4770288351362497,,0,0,1,1,control_variable
D7_Stage_patent_grant_total,,ln_patent_grant_total,firm_age,0.10271558691986969,0.10170812943041,0.3125485175050209,36605.0,5629.0,8.0,-0.006939249485193644,PanelOLS,0.3125485175050209,,0,0,1,1,control_variable
D7_Stage_patent_grant_total,,ln_patent_grant_total,WALD_STAGE_EQ,9.417724395281123,,0.0021489804000031087,36605.0,,,,Wald chi2(1),0.0021489804000031087,,1,0,1,2,control_variable
D8A_Hightech_Full,,ln_invention_apply,hightech_post2021,-0.008181621122570567,0.02809651557597104,0.770903592553349,25831.0,5262.0,6.0,-0.022885174921522644,PanelOLS,0.770903592553349,0.9305653205016744,0,0,2,1,not_recommended
D8A_Hightech_Full,,ln_invention_apply,ln_assets,0.0458087654877757,0.02100920769830897,0.029238105402938475,25831.0,5262.0,6.0,-0.022885174921522644,PanelOLS,0.029238105402938475,,1,0,1,1,control_variable
D8A_Hightech_Full,,ln_invention_apply,roa,0.01067549262016183,0.07855827315014463,0.8919074695014166,25831.0,5262.0,6.0,-0.022885174921522644,PanelOLS,0.8919074695014166,,0,0,1,1,control_variable
D8A_Hightech_Full,,ln_invention_apply,cashflow_ratio,0.02606809918810559,0.09463037658105206,0.7829557531865794,25831.0,5262.0,6.0,-0.022885174921522644,PanelOLS,0.7829557531865794,,0,0,1,1,control_variable
D8A_Hightech_Full,,ln_invention_apply,firm_age,-0.06259538531313265,0.08176071843770068,0.4439276525076896,25831.0,5262.0,6.0,-0.022885174921522644,PanelOLS,0.4439276525076896,,0,0,1,1,control_variable
D8A_Hightech_Full,,ln_invention_apply,hightech_mfg,-0.09036952846705856,0.09802631562137555,0.3565965169486196,25831.0,5262.0,6.0,-0.022885174921522644,PanelOLS,0.3565965169486196,,0,0,2,1,control_variable
D8B_Hightech_WithinMfg,,ln_invention_apply,hightech_post2021,0.011386868017795093,0.03828367332622287,0.7661398449636629,16740.0,3567.0,6.0,-0.09464144694927201,PanelOLS,0.7661398449636629,0.9305653205016744,0,0,2,1,not_recommended
D8B_Hightech_WithinMfg,,ln_invention_apply,ln_assets,0.06043111268172089,0.03345852917634156,0.07091779181136193,16740.0,3567.0,6.0,-0.09464144694927201,PanelOLS,0.07091779181136193,,0,0,1,1,control_variable
D8B_Hightech_WithinMfg,,ln_invention_apply,roa,0.025942106167228012,0.12597802691295087,0.8368521795411721,16740.0,3567.0,6.0,-0.09464144694927201,PanelOLS,0.8368521795411721,,0,0,1,1,control_variable
D8B_Hightech_WithinMfg,,ln_invention_apply,cashflow_ratio,-0.019360993153990293,0.14414714516098298,0.8931562627402281,16740.0,3567.0,6.0,-0.09464144694927201,PanelOLS,0.8931562627402281,,0,0,1,1,control_variable
D8B_Hightech_WithinMfg,,ln_invention_apply,firm_age,-0.14876031055511144,0.10522198802623689,0.15745136342462196,16740.0,3567.0,6.0,-0.09464144694927201,PanelOLS,0.15745136342462196,,0,0,1,1,control_variable
D8B_Hightech_WithinMfg,,ln_invention_apply,hightech_mfg,-0.24934532745393526,0.21732798780238974,0.25126914195517824,16740.0,3567.0,6.0,-0.09464144694927201,PanelOLS,0.25126914195517824,,0,0,2,1,control_variable
D9A_SOE_Interaction,,ln_invention_apply,manufacturing_post2021,-0.02422101525681134,0.0257002333228417,0.34597675112686654,25831.0,5262.0,6.0,-0.024456701974860717,PanelOLS,0.34597675112686654,0.7955882153895966,0,0,3,1,not_recommended
D9A_SOE_Interaction,,ln_invention_apply,mfg_post_x_soe,-0.0051561522416724735,0.08241889595106539,0.9501172382800864,25831.0,5262.0,6.0,-0.024456701974860717,PanelOLS,0.9501172382800864,0.9936552745056586,0,0,2,1,not_recommended
D9A_SOE_Interaction,,ln_invention_apply,ln_assets,0.0470228273526844,0.021008276893719122,0.025212155793304047,25831.0,5262.0,6.0,-0.024456701974860717,PanelOLS,0.025212155793304047,,1,0,1,1,control_variable
D9A_SOE_Interaction,,ln_invention_apply,roa,0.008269523883474563,0.07803248810005449,0.9156029067967042,25831.0,5262.0,6.0,-0.024456701974860717,PanelOLS,0.9156029067967042,,0,0,1,1,control_variable
D9A_SOE_Interaction,,ln_invention_apply,cashflow_ratio,0.024247475264429694,0.09467584405971467,0.7978680973879413,25831.0,5262.0,6.0,-0.024456701974860717,PanelOLS,0.7978680973879413,,0,0,1,1,control_variable
D9A_SOE_Interaction,,ln_invention_apply,firm_age,-0.06164383751513822,0.08186763844376149,0.4514768443803667,25831.0,5262.0,6.0,-0.024456701974860717,PanelOLS,0.4514768443803667,,0,0,1,1,control_variable
D9B_SOE,,ln_invention_apply,manufacturing_post2021,0.0033097626386396285,0.11496840343029939,0.9770369061159876,2131.0,524.0,6.0,-0.022168810274256767,PanelOLS,0.9770369061159876,0.9936552745056586,0,0,3,1,not_recommended
D9B_SOE,,ln_invention_apply,ln_assets,-0.02852191727754109,0.0924171772543505,0.757649803905438,2131.0,524.0,6.0,-0.022168810274256767,PanelOLS,0.757649803905438,,0,0,1,1,control_variable
D9B_SOE,,ln_invention_apply,roa,-0.4602128626620809,0.7650587152974768,0.5475662410843833,2131.0,524.0,6.0,-0.022168810274256767,PanelOLS,0.5475662410843833,,0,0,1,1,control_variable
D9B_SOE,,ln_invention_apply,cashflow_ratio,0.12591143692024598,0.41147644775041825,0.7596451886819402,2131.0,524.0,6.0,-0.022168810274256767,PanelOLS,0.7596451886819402,,0,0,1,1,control_variable
D9B_SOE,,ln_invention_apply,firm_age,0.0875264682001347,0.13620071422451277,0.5205573950820552,2131.0,524.0,6.0,-0.022168810274256767,PanelOLS,0.5205573950820552,,0,0,1,1,control_variable
D9B_NonSOE,,ln_invention_apply,manufacturing_post2021,-0.023825846503591333,0.026482910718639664,0.36830860347996985,23028.0,5012.0,6.0,-0.04537103323888658,PanelOLS,0.36830860347996985,0.8023866004385057,0,0,3,1,not_recommended
D9B_NonSOE,,ln_invention_apply,ln_assets,0.05849293548162401,0.022577422791523322,0.00958383516806971,23028.0,5012.0,6.0,-0.04537103323888658,PanelOLS,0.00958383516806971,,1,0,1,2,control_variable
D9B_NonSOE,,ln_invention_apply,roa,0.009458032897709825,0.07824911612540073,0.9037947231871903,23028.0,5012.0,6.0,-0.04537103323888658,PanelOLS,0.9037947231871903,,0,0,1,1,control_variable
D9B_NonSOE,,ln_invention_apply,cashflow_ratio,0.026702244351436345,0.10285275166697448,0.7951627785135926,23028.0,5012.0,6.0,-0.04537103323888658,PanelOLS,0.7951627785135926,,0,0,1,1,control_variable
D9B_NonSOE,,ln_invention_apply,firm_age,-0.08450197811468531,0.11222950885938524,0.4514963935003853,23028.0,5012.0,6.0,-0.04537103323888658,PanelOLS,0.4514963935003853,,0,0,1,1,control_variable
D10_ProvSciTech,,ln_invention_apply,manufacturing_post2021,-0.036778167019,0.04893249543017003,0.4522940629232579,25813.0,5254.0,6.0,-0.025761082021403814,PanelOLS,0.4522940629232579,0.8363356441818568,0,0,3,1,not_recommended
D10_ProvSciTech,,ln_invention_apply,did_x_prov_sci_tech,0.2533441537872274,1.0797655135425188,0.8144991439904661,25813.0,5254.0,6.0,-0.025761082021403814,PanelOLS,0.8144991439904661,0.9305653205016744,0,0,2,1,not_recommended
D10_ProvSciTech,,ln_invention_apply,ln_assets,0.04715926486034548,0.02096072201074236,0.024466629899696724,25813.0,5254.0,6.0,-0.025761082021403814,PanelOLS,0.024466629899696724,,1,0,1,1,control_variable
D10_ProvSciTech,,ln_invention_apply,roa,0.007403688868987445,0.07812186227940193,0.9244976270553669,25813.0,5254.0,6.0,-0.025761082021403814,PanelOLS,0.9244976270553669,,0,0,1,1,control_variable
D10_ProvSciTech,,ln_invention_apply,cashflow_ratio,0.021361871462101025,0.09449007860223296,0.8211451152990474,25813.0,5254.0,6.0,-0.025761082021403814,PanelOLS,0.8211451152990474,,0,0,1,1,control_variable
D10_ProvSciTech,,ln_invention_apply,firm_age,-0.0625728761354457,0.08247185258253494,0.4480299910358059,25813.0,5254.0,6.0,-0.025761082021403814,PanelOLS,0.4480299910358059,,0,0,1,1,control_variable
D10_ProvSciTech,,ln_invention_apply,province_sci_tech_ratio,-0.7092637608058447,1.4385656118332986,0.6219928489039144,25813.0,5254.0,6.0,-0.025761082021403814,PanelOLS,0.6219928489039144,,0,0,1,1,control_variable
D10_ProvRD,,ln_invention_apply,manufacturing_post2021,-0.016468607066416556,0.05104798718961213,0.7469936657715386,25813.0,5254.0,6.0,-0.026122946763078803,PanelOLS,0.7469936657715386,0.9305653205016744,0,0,3,1,not_recommended
D10_ProvRD,,ln_invention_apply,did_x_prov_rd_intensity,-0.36381620219959554,1.6337351996694789,0.8237791361818101,25813.0,5254.0,6.0,-0.026122946763078803,PanelOLS,0.8237791361818101,0.9305653205016744,0,0,2,1,not_recommended
D10_ProvRD,,ln_invention_apply,ln_assets,0.04697946104959535,0.021059501605069943,0.025705367081745534,25813.0,5254.0,6.0,-0.026122946763078803,PanelOLS,0.025705367081745534,,1,0,1,1,control_variable
D10_ProvRD,,ln_invention_apply,roa,0.005537478677474941,0.07822402914208718,0.9435655831610203,25813.0,5254.0,6.0,-0.026122946763078803,PanelOLS,0.9435655831610203,,0,0,1,1,control_variable
D10_ProvRD,,ln_invention_apply,cashflow_ratio,0.020211594895083167,0.09459057841518011,0.8308030153735941,25813.0,5254.0,6.0,-0.026122946763078803,PanelOLS,0.8308030153735941,,0,0,1,1,control_variable
D10_ProvRD,,ln_invention_apply,firm_age,-0.06370996646959128,0.08242963936074113,0.43958975037095627,25813.0,5254.0,6.0,-0.026122946763078803,PanelOLS,0.43958975037095627,,0,0,1,1,control_variable
D10_ProvRD,,ln_invention_apply,province_rd_intensity,0.23330970470855322,3.0475558096391455,0.9389772416392006,25813.0,5254.0,6.0,-0.026122946763078803,PanelOLS,0.9389772416392006,,0,0,1,1,control_variable
D10_HighSciProv,,ln_invention_apply,manufacturing_post2021,-0.02604032713517472,0.031215254787756674,0.4041678479385715,25831.0,5262.0,6.0,-0.024442546730275128,PanelOLS,0.4041678479385715,0.821213405230762,0,0,3,1,not_recommended
D10_HighSciProv,,ln_invention_apply,did_x_high_sci_prov,0.0024403702185026854,0.0339830972543259,0.942752782559483,25831.0,5262.0,6.0,-0.024442546730275128,PanelOLS,0.942752782559483,,0,0,2,1,not_recommended
D10_HighSciProv,,ln_invention_apply,ln_assets,0.0470175537710834,0.020963016710181637,0.024915093671167066,25831.0,5262.0,6.0,-0.024442546730275128,PanelOLS,0.024915093671167066,,1,0,1,1,control_variable
D10_HighSciProv,,ln_invention_apply,roa,0.008296060036485394,0.07821301728690032,0.9155277945947278,25831.0,5262.0,6.0,-0.024442546730275128,PanelOLS,0.9155277945947278,,0,0,1,1,control_variable
D10_HighSciProv,,ln_invention_apply,cashflow_ratio,0.02428909613269204,0.0946808498426814,0.7975391485494723,25831.0,5262.0,6.0,-0.024442546730275128,PanelOLS,0.7975391485494723,,0,0,1,1,control_variable
D10_HighSciProv,,ln_invention_apply,firm_age,-0.06162290883966795,0.08187299973744715,0.451660103916911,25831.0,5262.0,6.0,-0.024442546730275128,PanelOLS,0.451660103916911,,0,0,1,1,control_variable
D10_HighProv_Subsample,,ln_invention_apply,manufacturing_post2021,-0.03178978301067595,0.0391943069672581,0.4173379600353053,13483.0,3406.0,6.0,-0.06565639422288605,PanelOLS,0.4173379600353053,0.821213405230762,0,0,3,1,not_recommended
D10_HighProv_Subsample,,ln_invention_apply,ln_assets,0.0712915168411463,0.037767343741345626,0.059101723839422915,13483.0,3406.0,6.0,-0.06565639422288605,PanelOLS,0.059101723839422915,,0,0,1,1,control_variable
D10_HighProv_Subsample,,ln_invention_apply,roa,-0.016315320658471227,0.11954237180668034,0.8914433879639081,13483.0,3406.0,6.0,-0.06565639422288605,PanelOLS,0.8914433879639081,,0,0,1,1,control_variable
D10_HighProv_Subsample,,ln_invention_apply,cashflow_ratio,0.07794511489642207,0.1494368413881807,0.6019656577938406,13483.0,3406.0,6.0,-0.06565639422288605,PanelOLS,0.6019656577938406,,0,0,1,1,control_variable
D10_HighProv_Subsample,,ln_invention_apply,firm_age,-0.110715424507915,0.11128358700567711,0.31981150866965513,13483.0,3406.0,6.0,-0.06565639422288605,PanelOLS,0.31981150866965513,,0,0,1,1,control_variable
D10_LowProv_Subsample,,ln_invention_apply,manufacturing_post2021,-0.010256233675691973,0.037269520126554455,0.7831759845710837,12348.0,3489.0,6.0,-0.06739734838815292,PanelOLS,0.7831759845710837,0.9305653205016744,0,0,3,1,not_recommended
D10_LowProv_Subsample,,ln_invention_apply,ln_assets,0.037643857991325844,0.028126213402813297,0.18080354698558443,12348.0,3489.0,6.0,-0.06739734838815292,PanelOLS,0.18080354698558443,,0,0,1,1,control_variable
D10_LowProv_Subsample,,ln_invention_apply,roa,-0.005672503282225419,0.11586379662856647,0.9609535724441982,12348.0,3489.0,6.0,-0.06739734838815292,PanelOLS,0.9609535724441982,,0,0,1,1,control_variable
D10_LowProv_Subsample,,ln_invention_apply,cashflow_ratio,-0.050933908922779075,0.14022533641059406,0.7164425011634401,12348.0,3489.0,6.0,-0.06739734838815292,PanelOLS,0.7164425011634401,,0,0,1,1,control_variable
D10_LowProv_Subsample,,ln_invention_apply,firm_age,0.1031487611503552,0.12438044319929469,0.4069567690626674,12348.0,3489.0,6.0,-0.06739734838815292,PanelOLS,0.4069567690626674,,0,0,1,1,control_variable
D11_ln_rd_expense,,ln_rd_expense,manufacturing_post2021,-0.7725527763000054,0.122710057970719,3.1209190787251373e-10,25831.0,5262.0,6.0,-0.23686113166313216,PanelOLS,3.1209190787251373e-10,1.9037606380223338e-08,1,1,3,3,recommend_main_line
D11_ln_rd_expense,,ln_rd_expense,ln_assets,1.5035151687751014,0.1346417809398816,0.0,25831.0,5262.0,6.0,-0.23686113166313216,PanelOLS,0.0,,1,0,1,2,control_variable
D11_ln_rd_expense,,ln_rd_expense,roa,0.8714925941855541,0.38149197620272407,0.022356279923834377,25831.0,5262.0,6.0,-0.23686113166313216,PanelOLS,0.022356279923834377,,1,0,1,1,control_variable
D11_ln_rd_expense,,ln_rd_expense,cashflow_ratio,-0.17621906935929874,0.4808980852570423,0.7140424478716529,25831.0,5262.0,6.0,-0.23686113166313216,PanelOLS,0.7140424478716529,,0,0,1,1,control_variable
D11_ln_rd_expense,,ln_rd_expense,firm_age,-0.5398103153207324,0.24372894983510884,0.026784875765669458,25831.0,5262.0,6.0,-0.23686113166313216,PanelOLS,0.026784875765669458,,1,0,1,1,control_variable
D11_rd_intensity,,rd_intensity,manufacturing_post2021,-0.0029375673944635862,0.0012424146696928754,0.018069820614996956,22822.0,4898.0,6.0,-0.24372416552365905,PanelOLS,0.018069820614996956,0.15746557964497349,1,0,3,3,recommend_main_line
D11_rd_intensity,,rd_intensity,ln_assets,-0.0012836410419158188,0.0011267428882175065,0.2546144234052594,22822.0,4898.0,6.0,-0.24372416552365905,PanelOLS,0.2546144234052594,,0,0,1,1,control_variable
D11_rd_intensity,,rd_intensity,roa,-0.08416712264628387,0.006335607842931103,0.0,22822.0,4898.0,6.0,-0.24372416552365905,PanelOLS,0.0,,1,0,1,2,control_variable
D11_rd_intensity,,rd_intensity,cashflow_ratio,-0.02152973988511576,0.005002962341866948,1.6909014441512937e-05,22822.0,4898.0,6.0,-0.24372416552365905,PanelOLS,1.6909014441512937e-05,,1,0,1,2,control_variable
D11_rd_intensity,,rd_intensity,firm_age,-0.005177371193478329,0.0024002674042658406,0.031019104909849604,22822.0,4898.0,6.0,-0.24372416552365905,PanelOLS,0.031019104909849604,,1,0,1,1,control_variable
D11_ln_rd_staff,,ln_rd_staff,manufacturing_post2021,-0.1933769101639554,0.04448747755545573,1.3881912340529823e-05,25831.0,5262.0,6.0,-0.12571828268060892,PanelOLS,1.3881912340529823e-05,0.0002116991631930798,1,1,3,3,recommend_main_line
D11_ln_rd_staff,,ln_rd_staff,ln_assets,0.8435131976418695,0.046048462047593705,0.0,25831.0,5262.0,6.0,-0.12571828268060892,PanelOLS,0.0,,1,0,1,2,control_variable
D11_ln_rd_staff,,ln_rd_staff,roa,0.033799011580037994,0.12105704795229284,0.780094888702275,25831.0,5262.0,6.0,-0.12571828268060892,PanelOLS,0.780094888702275,,0,0,1,1,control_variable
D11_ln_rd_staff,,ln_rd_staff,cashflow_ratio,-0.12881425430106103,0.15232729914703388,0.3977627238029928,25831.0,5262.0,6.0,-0.12571828268060892,PanelOLS,0.3977627238029928,,0,0,1,1,control_variable
D11_ln_rd_staff,,ln_rd_staff,firm_age,-0.18763875828531118,0.08534889801178205,0.027925258566043665,25831.0,5262.0,6.0,-0.12571828268060892,PanelOLS,0.027925258566043665,,1,0,1,1,control_variable
D11_rd_staff_ratio,,rd_staff_ratio,manufacturing_post2021,-9.70802413911061e-05,0.0029100645137982756,0.9733877626634306,21949.0,4843.0,6.0,-0.07274540068549795,PanelOLS,0.9733877626634306,0.9936552745056586,0,0,3,1,not_recommended
D11_rd_staff_ratio,,rd_staff_ratio,ln_assets,0.005255551326115195,0.0026803148241346325,0.04991900423461826,21949.0,4843.0,6.0,-0.07274540068549795,PanelOLS,0.04991900423461826,,1,0,1,1,control_variable
D11_rd_staff_ratio,,rd_staff_ratio,roa,-0.007504998658205282,0.00918519440647366,0.41389658523560957,21949.0,4843.0,6.0,-0.07274540068549795,PanelOLS,0.41389658523560957,,0,0,1,1,control_variable
D11_rd_staff_ratio,,rd_staff_ratio,cashflow_ratio,-0.0059961611079985145,0.008810370826609772,0.4961465791759274,21949.0,4843.0,6.0,-0.07274540068549795,PanelOLS,0.4961465791759274,,0,0,1,1,control_variable
D11_rd_staff_ratio,,rd_staff_ratio,firm_age,-0.0052809382827943615,0.004120862441053656,0.20003096044868052,21949.0,4843.0,6.0,-0.07274540068549795,PanelOLS,0.20003096044868052,,0,0,1,1,control_variable
D12_PPML_invention_apply,2017-2022,invention_apply,manufacturing_post2021,,,,25831.0,5262.0,6.0,,PPML (需R/Stata),,,0,0,3,1,not_estimated
D12_PPML_invention_grant,2017-2022,invention_grant,manufacturing_post2021,,,,25831.0,5262.0,6.0,,PPML (需R/Stata),,,0,0,3,1,not_estimated
D12_PPML_patent_apply_total,2017-2022,patent_apply_total,manufacturing_post2021,,,,25831.0,5262.0,6.0,,PPML (需R/Stata),,,0,0,3,1,not_estimated
D12_PPML_patent_grant_total,2017-2022,patent_grant_total,manufacturing_post2021,,,,25831.0,5262.0,6.0,,PPML (需R/Stata),,,0,0,3,1,not_estimated
D13_PSM_Balance,2017-2022,N/A,ln_assets,0.4278965863948404,,,,,,,PSM SMD before,,,0,0,1,1,control_variable
D13_PSM_Balance,2017-2022,N/A,roa,0.3113749502388232,,,,,,,PSM SMD before,,,0,0,1,1,control_variable
D13_PSM_Balance,2017-2022,N/A,cashflow_ratio,0.24428838200957015,,,,,,,PSM SMD before,,,0,0,1,1,control_variable
D13_PSM_Balance,2017-2022,N/A,firm_age,0.28597267667226695,,,,,,,PSM SMD before,,,0,0,1,1,control_variable
D13_PSM_DID,,ln_invention_apply,manufacturing_post2021,-0.025499153380430517,0.02740487090156508,0.3521456035331001,21191.0,3854.0,6.0,-0.0632629914647238,PanelOLS,0.3521456035331001,0.7955882153895966,0,0,3,1,not_recommended
D13_PSM_DID,,ln_invention_apply,ln_assets,0.04773459758686227,0.024250319233199657,0.049036672481441945,21191.0,3854.0,6.0,-0.0632629914647238,PanelOLS,0.049036672481441945,,1,0,1,1,control_variable
D13_PSM_DID,,ln_invention_apply,roa,-0.024716589877900097,0.09014060509460088,0.7839338902798159,21191.0,3854.0,6.0,-0.0632629914647238,PanelOLS,0.7839338902798159,,0,0,1,1,control_variable
D13_PSM_DID,,ln_invention_apply,cashflow_ratio,0.04073835468132636,0.10765642336799332,0.7051300728218477,21191.0,3854.0,6.0,-0.0632629914647238,PanelOLS,0.7051300728218477,,0,0,1,1,control_variable
D13_PSM_DID,,ln_invention_apply,firm_age,-0.10363666485580744,0.09936716696642968,0.29697818002024334,21191.0,3854.0,6.0,-0.0632629914647238,PanelOLS,0.29697818002024334,,0,0,1,1,control_variable
D13_IPW_DID,2017-2022,ln_invention_apply,manufacturing_post2021,-0.031563357436925225,0.02851565302294114,0.2683598228462323,24498.0,4427.0,6.0,-0.005297222120686174,IPW-PanelOLS,0.2683598228462323,0.7741835873750684,0,0,3,1,not_recommended
