stock_code,firm_name,year,industry_code,industry_name,manufacturing,province_std,rd_intensity,rd_tax_deduction,rd_expense_est,patent_stock,gov_subsidy_rd,rd_deduction_rate,ln_assets,roa,lev,firm_age,dual_position,post2021,post2022,post2023,manufacturing_post2021,manufacturing_post2022,province_gdp,ln_gdp_prov,province_budget_exp,province_sci_tech_exp,sci_tech_exp_ratio,ip_protection_score,invention_apply,invention_grant,patent_apply_total,patent_grant_total,tech_market_turnover,ln_patent_stock,asinh_patent_stock,ln_rd_tax_deduction,ln_rd_expense_est,gov_subsidy_rd_missing,gov_subsidy_rd_zero,ln_gov_subsidy_rd,ln_patent_stock_w,asinh_patent_stock_w,rd_intensity_w,ln_rd_expense_est_w,ln_gov_subsidy_rd_w,ln_assets_w,roa_w,lev_w,firm_age_w,sci_tech_exp_ratio_w,province_gdp_w,province_budget_exp_w,province_sci_tech_exp_w,ip_protection_score_w,tech_market_turnover_w,invention_apply_w,invention_grant_w,ln_rd_tax_deduction_w,ln_rd_tax_deduction_l1
002930,宏川智慧,2020,G59,装卸搬运和仓储业,0,,0.82,-754472.24,4023851.946666667,54,,0.75,22.57,0.039313,0.624108,2,1,0,0,0,0,0,,,,,,,,,,,,4.007333185232471,4.6822169499829025,0.0,15.207750446025042,1,0.0,0.0,4.007333185232471,4.6822169499829025,0.82,15.207750446025042,0.0,22.57,0.039313,0.624108,2,,,,,,,,,0.0,
002930,宏川智慧,2021,G59,装卸搬运和仓储业,0,,1.87,-2555363.39,13628604.74666667,81,,0.75,22.65,0.043875,0.581875,3,1,1,0,0,0,0,,,,,,,,,,,,4.406719247264253,5.087634437002271,0.0,16.42768150545926,1,0.0,0.0,4.406719247264253,5.087634437002271,1.87,16.42768150545926,0.0,22.65,0.043875,0.581875,3,,,,,,,,,0.0,0.0
002930,宏川智慧,2022,G59,装卸搬运和仓储业,0,,2.06,-3768476.55,20098541.6,107,45900.0,0.75,22.94,0.026488,0.70483,4,1,1,1,0,0,0,,,,,,,,,,,,4.68213122712422,5.365997850274879,0.0,16.816157862937825,0,45900.0,10.734242182303689,4.68213122712422,5.365997850274879,2.06,16.816157862937825,10.734242182303689,22.94,0.026488,0.70483,4,,,,,,,,,0.0,0.0
002930,宏川智慧,2023,G59,装卸搬运和仓储业,0,,3.46,-7546562.96,30186251.84,137,2192955.97,1.0,22.97,0.035988,0.683387,5,1,1,1,1,0,0,,,,,,,,,,,,4.927253685157205,5.613141425957851,0.0,17.222897174734808,0,2192955.97,14.600761405684493,4.927253685157205,5.613141425957851,3.46,17.222897174734808,14.600761405684493,22.97,0.035988,0.683387,5,,,,,,,,,0.0,0.0
002930,宏川智慧,2024,G59,装卸搬运和仓储业,0,,3.56,-6455438.9,25821755.6,208,1887342.51,1.0,22.96,0.020388,0.67144,6,0,1,1,1,0,0,,,,,,,,,,,,5.342334251964811,6.030691038687509,0.0,17.066727973601584,0,1887342.51,14.450680848058937,5.342334251964811,6.030691038687509,3.56,17.066727973601584,14.450680848058937,22.96,0.020388,0.67144,6,,,,,,,,,0.0,0.0
002931,锋龙股份,2020,C35,专用设备制造业,1,,6.01,-4537269.71,24198771.78666667,132,1350000.0,0.75,20.67,0.09009,0.278731,2,1,0,0,0,0,0,,,,,,,,,,,,4.890349128221754,5.575963450863239,0.0,17.001812478546288,0,1350000.0,14.115615891155079,4.890349128221754,5.575963450863239,6.01,17.001812478546288,14.115615891155079,20.67,0.09009,0.278731,2,,,,,,,,,0.0,
002931,锋龙股份,2021,C35,专用设备制造业,1,,6.08,-6743601.97,26974407.88,170,2037800.0,1.0,20.95,0.070958,0.470168,3,1,1,0,0,1,0,,,,,,,,,,,,5.14166355650266,5.828954268016993,0.0,17.11039915524464,0,2037800.0,14.527381843247493,5.14166355650266,5.828954268016993,6.08,17.11039915524464,14.527381843247493,20.95,0.070958,0.470168,3,,,,,,,,,0.0,0.0
002931,锋龙股份,2022,C35,专用设备制造业,1,,6.62,-5510691.55,22042766.2,185,2016600.0,1.0,20.86,0.042243,0.385148,4,1,1,1,0,1,1,,,,,,,,,,,,5.225746673713202,5.9135103101601345,0.0,16.90849508790682,0,2016600.0,14.516923978825291,5.225746673713202,5.9135103101601345,6.62,16.90849508790682,14.516923978825291,20.86,0.042243,0.385148,4,,,,,,,,,0.0,0.0
002931,锋龙股份,2023,C35,专用设备制造业,1,,6.48,-4117195.23,16468780.92,197,,1.0,20.84,-0.006277,0.315049,5,1,1,1,1,1,1,,,,,,,,,,,,5.288267030694535,5.976357351040425,0.0,16.61697714192035,1,0.0,0.0,5.288267030694535,5.976357351040425,6.48,16.61697714192035,0.0,20.84,-0.006277,0.315049,5,,,,,,,,,0.0,0.0
002931,锋龙股份,2024,C35,专用设备制造业,1,,5.51,-4553786.84,18215147.36,214,,1.0,20.85,0.004053,0.325044,6,1,1,1,1,1,1,,,,,,,,,,,,5.3706380281276624,6.0591286545291485,0.0,16.717764133327123,1,0.0,0.0,5.3706380281276624,6.0591286545291485,5.51,16.717764133327123,0.0,20.85,0.004053,0.325044,6,,,,,,,,,0.0,0.0
002935,天奥电子,2020,C39,计算机、通信和其他电子设备制造业,1,,8.82,-8454796.43,45092247.62666667,95,779100.0,0.75,21.33,0.055466,0.26384,2,0,0,0,0,0,0,,,,,,,,,,,,4.564348191467836,5.247051771840578,0.0,17.62422091889581,0,779100.0,13.565895969850407,4.564348191467836,5.247051771840578,8.82,17.62422091889581,13.565895969850407,21.33,0.055466,0.26384,2,,,,,,,,,0.0,
002935,天奥电子,2021,C39,计算机、通信和其他电子设备制造业,1,,8.17,-12124226.22,48496904.88,105,,1.0,21.42,0.059115,0.294569,3,0,1,0,0,1,0,,,,,,,,,,,,4.663439094112067,5.347130205683185,0.0,17.697010557583983,1,0.0,0.0,4.663439094112067,5.347130205683185,8.17,17.697010557583983,0.0,21.42,0.059115,0.294569,3,,,,,,,,,0.0,0.0
002935,天奥电子,2023,C39,计算机、通信和其他电子设备制造业,1,,6.38,-8926171.82,35704687.28,125,460000.0,1.0,21.67,0.033944,0.395397,5,0,1,1,1,1,1,,,,,,,,,,,,4.836281906951478,5.52147691747826,0.0,17.390792562497325,0,460000.0,13.038983942375959,4.836281906951478,5.52147691747826,6.38,17.390792562497325,13.038983942375959,21.67,0.033944,0.395397,5,,,,,,,,,0.0,0.0
002935,天奥电子,2024,C39,计算机、通信和其他电子设备制造业,1,,5.84,-6776324.46,27105297.84,126,,1.0,21.78,0.022415,0.446363,6,0,1,1,1,1,1,,,,,,,,,,,,4.844187086458591,5.5294448341790385,0.0,17.115239795887888,1,0.0,0.0,4.844187086458591,5.5294448341790385,5.84,17.115239795887888,0.0,21.78,0.022415,0.446363,6,,,,,,,,,0.0,0.0
002937,兴瑞科技,2020,C39,计算机、通信和其他电子设备制造业,1,,4.64,-5128441.8,27351689.6,89,266400.0,0.75,20.96,0.100655,0.207201,2,0,0,0,0,0,0,,,,,,,,,,,,4.499809670330265,5.181815110469487,0.0,17.124288898450224,0,266400.0,12.49275797139508,4.499809670330265,5.181815110469487,4.64,17.124288898450224,12.49275797139508,20.96,0.100655,0.207201,2,,,,,,,,,0.0,
002937,兴瑞科技,2023,C39,计算机、通信和其他电子设备制造业,1,,3.65,-10403877.91,41615511.64,126,,1.0,21.65,0.105296,0.394815,5,0,1,1,1,1,1,,,,,,,,,,,,4.844187086458591,5.5294448341790385,0.0,17.543983555721567,1,0.0,0.0,4.844187086458591,5.5294448341790385,3.65,17.543983555721567,0.0,21.65,0.105296,0.394815,5,,,,,,,,,0.0,0.0
002938,鹏鼎控股,2020,C39,计算机、通信和其他电子设备制造业,1,广东省,4.22,-53632508.52,286040045.44,491,8391396.83,0.75,24.22,0.085792,0.34871,2,1,0,0,0,0,0,113708.9,11.64139695284056,17430.79,955.73,5.48,90.86,215926.0,70695.0,967204.0,709725.0,3267.21,6.198478716492308,6.889592345348717,0.0,19.47164238149937,0,8391396.83,15.94271767124065,6.198478716492308,6.889592345348717,4.22,19.47164238149937,15.94271767124065,24.22,0.085792,0.34871,2,5.48,113708.9,17430.79,955.73,90.86,3267.21,215926.0,70695.0,0.0,
002938,鹏鼎控股,2021,C39,计算机、通信和其他电子设备制造业,1,广东省,4.72,-113871252.68,455485010.72,896,21719829.66,1.0,24.29,0.0933,0.329994,3,1,1,0,0,1,0,127577.4,11.75647851821848,18247.01,982.76,5.39,93.54,242551.0,102850.0,980634.0,872209.0,4099.61,6.799055862058796,7.491087904938588,0.0,19.936873369007643,0,21719829.66,16.893736256498695,6.799055862058796,7.491087904938588,4.72,19.936873369007643,16.893736256498695,24.29,0.0933,0.329994,3,5.39,127577.4,18247.01,982.76,93.54,4099.61,242551.0,102850.0,0.0,0.0
002941,新疆交建,2021,E48,土木工程建筑业,0,,0.54,-704127.83,3755348.426666666,59,410416.65,0.75,23.6,0.014694,0.766315,3,0,1,0,0,0,0,,,,,,,,,,,,4.0943445622221,4.770756435173042,0.0,15.138691895220182,0,410416.65,12.924930578736543,4.0943445622221,4.770756435173042,0.54,15.138691895220182,12.924930578736543,23.6,0.014694,0.766315,3,,,,,,,,,0.0,
002943,宇晶股份,2020,C34,通用设备制造业,1,,6.02,-2385199.98,12721066.56,179,30000.0,0.75,20.81,-0.004678,0.282823,2,0,0,0,0,0,0,,,,,,,,,,,,5.19295685089021,5.880540788812427,0.0,16.358770040027476,0,30000.0,10.308985993422082,5.19295685089021,5.880540788812427,6.02,16.358770040027476,10.308985993422082,20.81,-0.004678,0.282823,2,,,,,,,,,0.0,
002943,宇晶股份,2021,C34,通用设备制造业,1,,5.74,-1014086.81,4056347.24,165,1687707.98,1.0,21.02,-0.0054,0.419941,3,0,1,0,0,1,0,,,,,,,,,,,,5.111987788356544,5.7991018370705,0.0,15.215793678555736,0,1687707.98,14.338882534061282,5.111987788356544,5.7991018370705,5.74,15.215793678555736,14.338882534061282,21.02,-0.0054,0.419941,3,,,,,,,,,0.0,0.0
002943,宇晶股份,2022,C34,通用设备制造业,1,,4.57,-8299050.76,33196203.04,197,2861891.55,1.0,21.53,0.047933,0.437488,4,0,1,1,0,1,1,,,,,,,,,,,,5.288267030694535,5.976357351040425,0.0,17.317946091205265,0,2861891.55,14.866993694718001,5.288267030694535,5.976357351040425,4.57,17.317946091205265,14.866993694718001,21.53,0.047933,0.437488,4,,,,,,,,,0.0,0.0
002949,华阳国际,2021,M74,专业技术服务业,0,广东省,3.38,-11014904.58,58746157.76,80,1850558.0,0.75,21.84,0.042926,0.50738,2,0,1,0,0,0,0,127577.4,11.75647851821848,18247.01,982.76,5.39,93.54,242551.0,102850.0,980634.0,872209.0,4099.61,4.394449154672439,5.0752128754452075,0.0,17.888736326042483,0,1850558.0,14.430998313574877,4.394449154672439,5.0752128754452075,3.38,17.888736326042483,14.430998313574877,21.84,0.042926,0.50738,2,5.39,127577.4,18247.01,982.76,93.54,4099.61,242551.0,102850.0,0.0,
002949,华阳国际,2022,M74,专业技术服务业,0,广东省,4.38,-9239829.25,49279089.33333334,99,1500000.0,0.75,21.89,0.044871,0.509559,3,0,1,1,0,0,0,132547.1,11.79469333294143,18533.08,983.78,5.31,93.54,236957.0,115080.0,993480.0,837276.0,3967.48,4.605170185988092,5.288292537319899,0.0,17.713010417874145,0,1500000.0,14.220976332738882,4.605170185988092,5.288292537319899,4.38,17.713010417874145,14.220976332738882,21.89,0.044871,0.509559,3,5.31,132547.1,18533.08,983.78,93.54,3967.48,236957.0,115080.0,0.0,0.0
002949,华阳国际,2023,M74,专业技术服务业,0,广东省,4.52,-9620658.68,38482634.72,127,,1.0,21.91,0.058009,0.489354,4,0,1,1,1,0,0,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78,4.852030263919617,5.5373497666891724,0.0,17.46571767725804,1,0.0,0.0,4.852030263919617,5.5373497666891724,4.52,17.46571767725804,0.0,21.91,0.058009,0.489354,4,5.29,137905.4,18527.03,980.46,93.54,3866.78,240223.0,143141.0,0.0,0.0
002949,华阳国际,2024,M74,专业技术服务业,0,广东省,3.84,-6794311.63,27177246.52,175,,1.0,21.84,0.047154,0.470817,5,0,1,1,1,0,0,141488.9,11.85997654775876,17956.06,,,93.54,259373.0,168813.0,1004280.0,692635.0,2027.67,5.170483995038151,5.857941317648809,0.0,17.117890692979426,1,0.0,0.0,5.170483995038151,5.857941317648809,3.84,17.117890692979426,0.0,21.84,0.047154,0.470817,5,,141488.9,17956.06,,93.54,2027.67,259373.0,168813.0,0.0,0.0
002950,奥美医疗,2021,C35,专用设备制造业,1,,3.23,-10418498.26,41673993.04,218,,1.0,22.33,0.086309,0.450122,2,1,1,0,0,1,0,,,,,,,,,,,,5.389071729816501,6.0776475038074835,0.0,17.545387848097445,1,0.0,0.0,5.389071729816501,6.0776475038074835,3.23,17.545387848097445,0.0,22.33,0.086309,0.450122,2,,,,,,,,,0.0,
002950,奥美医疗,2022,C35,专用设备制造业,1,,2.56,-3277307.32,13109229.28,260,,1.0,22.47,0.070404,0.455245,3,1,1,1,0,1,1,,,,,,,,,,,,5.564520407322694,6.25383250977981,0.0,16.388827141582983,1,0.0,0.0,5.564520407322694,6.25383250977981,2.56,16.388827141582983,0.0,22.47,0.070404,0.455245,3,,,,,,,,,0.0,0.0
002950,奥美医疗,2024,C27,医药制造业,1,,3.2,-6734692.41,26938769.64,420,,1.0,22.34,0.0729,0.318424,5,1,1,1,1,1,1,,,,,,,,,,,,6.042632833682381,6.733403309067906,0.0,17.109077094646167,1,0.0,0.0,6.042632833682381,6.733403309067906,3.2,17.109077094646167,0.0,22.34,0.0729,0.318424,5,,,,,,,,,0.0,0.0
002952,亚世光电,2021,C39,计算机、通信和其他电子设备制造业,1,,3.61,-3545645.28,14182581.12,108,732647.98,1.0,20.77,0.043684,0.208249,2,1,1,0,0,1,0,,,,,,,,,,,,4.6913478822291435,5.3752998404656145,0.0,16.46752515840054,0,732647.98,13.504421984858828,4.6913478822291435,5.3752998404656145,3.61,16.46752515840054,13.504421984858828,20.77,0.043684,0.208249,2,,,,,,,,,0.0,
002952,亚世光电,2022,C39,计算机、通信和其他电子设备制造业,1,,3.74,-4844961.34,19379845.36,109,752674.06,1.0,20.95,0.099128,0.258585,3,1,1,1,0,1,1,,,,,,,,,,,,4.700480365792417,5.384516104124803,0.0,16.77974423663489,0,752674.06,13.531388886422928,4.700480365792417,5.384516104124803,3.74,16.77974423663489,13.531388886422928,20.95,0.099128,0.258585,3,,,,,,,,,0.0,0.0
002952,亚世光电,2023,C39,计算机、通信和其他电子设备制造业,1,,4.5,-4222916.11,16891664.44,126,989542.74,1.0,20.85,0.018603,0.223008,4,1,1,1,1,1,1,,,,,,,,,,,,4.844187086458591,5.5294448341790385,0.0,16.64233088901459,0,989542.74,13.80499924719129,4.844187086458591,5.5294448341790385,4.5,16.64233088901459,13.80499924719129,20.85,0.018603,0.223008,4,,,,,,,,,0.0,0.0
002952,亚世光电,2024,C39,计算机、通信和其他电子设备制造业,1,,3.93,-4105725.28,16422901.12,156,1016474.28,1.0,20.87,0.011629,0.23412,5,1,1,1,1,1,1,,,,,,,,,,,,5.056245805348308,5.743013460498,0.0,16.6141873893677,0,1016474.28,13.831851593014056,5.056245805348308,5.743013460498,3.93,16.6141873893677,13.831851593014056,20.87,0.011629,0.23412,5,,,,,,,,,0.0,0.0
002957,科瑞技术,2021,C35,专用设备制造业,1,,17.17,-39554102.85,158216411.4,244,9276738.95,1.0,22.29,0.019806,0.431698,2,0,1,0,0,1,0,,,,,,,,,,,,5.501258210544727,6.190319604966715,0.0,18.87947435254378,0,9276738.95,16.043020744551235,5.501258210544727,6.190319604966715,17.17,18.87947435254378,16.043020744551235,22.29,0.019806,0.431698,2,,,,,,,,,0.0,
002957,科瑞技术,2022,C35,专用设备制造业,1,,12.38,-52106279.62,208425118.48,324,9543435.58,1.0,22.54,0.062125,0.502207,3,0,1,1,0,1,1,,,,,,,,,,,,5.783825182329737,6.473893077840491,0.0,19.155090395512556,0,9543435.58,16.071364207069287,5.783825182329737,6.473893077840491,12.38,19.155090395512556,16.071364207069287,22.54,0.062125,0.502207,3,,,,,,,,,0.0,0.0
002959,小熊电器,2023,C38,电气机械和器材制造业,1,广东省,3.03,-24836630.01,99346520.04,2100,3451500.0,1.0,22.41,0.082674,0.491962,4,1,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78,7.650168700845001,8.342839860960797,0.0,18.414124509137107,0,3451500.0,15.054319766854729,7.650168700845001,8.342839860960797,3.03,18.414124509137107,15.054319766854729,22.41,0.082674,0.491962,4,5.29,137905.4,18527.03,980.46,93.54,3866.78,240223.0,143141.0,0.0,
002959,小熊电器,2024,C38,电气机械和器材制造业,1,广东省,4.09,-29564836.64,118259346.56,3700,,1.0,22.54,0.049745,0.526976,5,1,1,1,1,1,1,141488.9,11.85997654775876,17956.06,,,93.54,259373.0,168813.0,1004280.0,692635.0,2027.67,8.216358332386156,8.909235297453765,0.0,18.58839063134529,1,0.0,0.0,8.216358332386156,8.909235297453765,4.09,18.58839063134529,0.0,22.54,0.049745,0.526976,5,,141488.9,17956.06,,93.54,2027.67,259373.0,168813.0,0.0,0.0
002960,青鸟智控,2022,C39,计算机、通信和其他电子设备制造业,1,河北省,5.52,-31450130.52,125800522.08,403,1814557.68,1.0,22.81,0.074414,0.255991,3,0,1,1,0,1,1,43198.3,10.67355642160605,9305.64,118.13,1.27,81.61,24182.0,12022.0,137437.0,115314.0,1003.83,6.0014148779611505,6.692085281826634,0.0,18.650208060250588,0,1814557.68,14.411352844599815,6.0014148779611505,6.692085281826634,5.52,18.650208060250588,14.411352844599815,22.81,0.074414,0.255991,3,1.27,43198.3,9305.64,118.13,81.61,1003.83,24182.0,12022.0,0.0,
002960,青鸟智控,2023,C39,计算机、通信和其他电子设备制造业,1,河北省,6.13,-47236953.94,188947815.76,544,5981888.68,1.0,22.86,0.083315,0.235539,4,0,1,1,1,1,1,45660.0,10.72897792008379,9606.21,131.04,1.36,81.61,28929.0,14213.0,149855.0,92009.0,1783.09,6.300785794663244,6.9920972721920664,0.0,19.056981433101857,0,5981888.68,15.60424707600933,6.300785794663244,6.9920972721920664,6.13,19.056981433101857,15.60424707600933,22.86,0.083315,0.235539,4,1.36,45660.0,9606.21,131.04,81.61,1783.09,28929.0,14213.0,0.0,0.0
002960,青鸟智控,2024,C39,计算机、通信和其他电子设备制造业,1,河北省,6.68,-30717985.42,122871941.68,647,50000.0,1.0,22.91,0.040719,0.275384,5,0,1,1,1,1,1,47448.1,10.76739176108673,10326.72,,,81.61,29885.0,15787.0,164883.0,97308.0,1958.77,6.473890696352274,7.165494072276329,0.0,18.626653254575768,0,50000.0,10.819798284210286,6.473890696352274,7.165494072276329,6.68,18.626653254575768,10.819798284210286,22.91,0.040719,0.275384,5,,47448.1,10326.72,,81.61,1958.77,29885.0,15787.0,0.0,0.0
002962,五方光电,2021,C39,计算机、通信和其他电子设备制造业,1,,5.06,-5718956.07,22875824.28,133,100000.0,1.0,21.44,0.040524,0.129792,2,1,1,0,0,1,0,,,,,,,,,,,,4.897839799950911,5.583510441559146,0.0,16.94559124628928,0,100000.0,11.51293546492023,4.897839799950911,5.583510441559146,5.06,16.94559124628928,11.51293546492023,21.44,0.040524,0.129792,2,,,,,,,,,0.0,
002962,五方光电,2022,C39,计算机、通信和其他电子设备制造业,1,,4.62,-7133651.74,28534606.96,151,485000.0,1.0,21.42,0.045323,0.089035,3,1,1,1,0,1,1,,,,,,,,,,,,5.0238805208462765,5.7104379816259305,0.0,17.166628222941448,0,485000.0,13.091906231773164,5.0238805208462765,5.7104379816259305,4.62,17.166628222941448,13.091906231773164,21.42,0.045323,0.089035,3,,,,,,,,,0.0,0.0
002962,五方光电,2023,C39,计算机、通信和其他电子设备制造业,1,,5.49,-8656049.29,34624197.16,164,,1.0,21.47,0.032192,0.134875,4,1,1,1,1,1,1,,,,,,,,,,,,5.10594547390058,5.793022903317012,0.0,17.360063364369694,1,0.0,0.0,5.10594547390058,5.793022903317012,5.49,17.360063364369694,0.0,21.47,0.032192,0.134875,4,,,,,,,,,0.0,0.0
002962,五方光电,2024,C39,计算机、通信和其他电子设备制造业,1,,6.82,-11887994.39,47551977.56,172,,1.0,21.48,0.028627,0.137972,5,1,1,1,1,1,1,,,,,,,,,,,,5.153291594497779,5.840650107780075,0.0,17.677333956184636,1,0.0,0.0,5.153291594497779,5.840650107780075,6.82,17.677333956184636,0.0,21.48,0.028627,0.137972,5,,,,,,,,,0.0,0.0
002963,豪尔赛,2024,E50,建筑装饰、装修和其他建筑业,0,,7.02,-3102920.0,12411680.0,193,151200.0,1.0,21.32,-0.098517,0.259711,5,1,1,1,1,0,0,,,,,,,,,,,,5.267858159063328,5.955844080986837,0.0,16.334148603285552,0,151200.0,11.926365356462313,5.267858159063328,5.955844080986837,7.02,16.334148603285552,11.926365356462313,21.32,-0.098517,0.259711,5,,,,,,,,,0.0,
002965,祥鑫科技,2023,C36,汽车制造业,1,广东省,3.63,-27286150.82,109144603.28,500,576500.0,1.0,22.61,0.061601,0.530558,4,0,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78,6.2166061010848646,6.907756278980637,0.0,18.508184205748403,0,576500.0,13.264732353295123,6.2166061010848646,6.907756278980637,3.63,18.508184205748403,13.264732353295123,22.61,0.061601,0.530558,4,5.29,137905.4,18527.03,980.46,93.54,3866.78,240223.0,143141.0,0.0,
002965,祥鑫科技,2024,C36,汽车制造业,1,广东省,3.61,-30191309.76,120765239.04,600,2748327.1,1.0,22.78,0.04598,0.463764,5,0,1,1,1,1,1,141488.9,11.85997654775876,17956.06,,,93.54,259373.0,168813.0,1004280.0,692635.0,2027.67,6.398594934535208,7.090077530219813,0.0,18.60935905404434,0,2748327.1,14.82650332112156,6.398594934535208,7.090077530219813,3.61,18.60935905404434,14.82650332112156,22.78,0.04598,0.463764,5,,141488.9,17956.06,,93.54,2027.67,259373.0,168813.0,0.0,0.0
002967,广电计量,2023,M74,专业技术服务业,0,广东省,10.57,-42421120.15,169684480.6,550,,1.0,22.53,0.033963,0.395045,4,0,1,1,1,0,0,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78,6.311734809152915,7.003066285231719,0.0,18.949451279941687,1,0.0,0.0,6.311734809152915,7.003066285231719,10.57,18.949451279941687,0.0,22.53,0.033963,0.395045,4,5.29,137905.4,18527.03,980.46,93.54,3866.78,240223.0,143141.0,0.0,
002970,锐明技术,2022,I65,软件和信息技术服务业,0,广东省,20.36,-37943850.77,202367204.1066667,435,4601500.0,0.75,21.42,-0.083527,0.320209,3,1,1,1,0,0,0,132547.1,11.79469333294143,18533.08,983.78,5.31,93.54,236957.0,115080.0,993480.0,837276.0,3967.48,6.077642243349034,6.768494532824502,0.0,19.125594452143886,0,4601500.0,15.341893112581465,6.077642243349034,6.768494532824502,20.36,19.125594452143886,15.341893112581465,21.42,-0.083527,0.320209,3,5.31,132547.1,18533.08,983.78,93.54,3967.48,236957.0,115080.0,0.0,
002973,侨银股份,2024,N78,公共设施管理业,0,,1.14,-11194935.1,44779740.4,203,,1.0,22.83,0.037226,0.675726,4,0,1,1,1,0,0,,,,,,,,,,,,5.318119993844216,6.0063592261824565,0.0,17.6172663942187,1,0.0,0.0,5.318119993844216,6.0063592261824565,1.14,17.6172663942187,0.0,22.83,0.037226,0.675726,4,,,,,,,,,0.0,
002975,博杰股份,2022,C35,专用设备制造业,1,广东省,14.4,-24686654.6,98746618.4,704,10289590.46,1.0,21.68,0.076839,0.328912,2,0,1,1,0,1,1,132547.1,11.79469333294143,18533.08,983.78,5.31,93.54,236957.0,115080.0,993480.0,837276.0,3967.48,6.558197802812269,7.249926041140385,0.0,18.408067727235462,0,10289590.46,16.146643404398155,6.558197802812269,7.249926041140385,14.4,18.408067727235462,16.146643404398155,21.68,0.076839,0.328912,2,5.31,132547.1,18533.08,983.78,93.54,3967.48,236957.0,115080.0,0.0,
002975,博杰股份,2023,C35,专用设备制造业,1,广东省,20.64,-28841539.57,115366158.28,840,5174889.6,1.0,21.73,-0.030292,0.380745,3,1,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78,6.734591659972948,7.426549426705506,0.0,18.56362162189254,0,5174889.6,15.459328756795633,6.734591659972948,7.426549426705506,20.64,18.56362162189254,15.459328756795633,21.73,-0.030292,0.380745,3,5.29,137905.4,18527.03,980.46,93.54,3866.78,240223.0,143141.0,0.0,0.0
002975,博杰股份,2024,C35,专用设备制造业,1,广东省,14.2,-25348822.5,101395290.0,1009,4411780.03,1.0,21.75,0.006766,0.339118,4,0,1,1,1,1,1,141488.9,11.85997654775876,17956.06,,,93.54,259373.0,168813.0,1004280.0,692635.0,2027.67,6.917705609835305,7.609862446473493,0.0,18.434537208200783,0,4411780.03,15.299789027570856,6.917705609835305,7.609862446473493,14.2,18.434537208200783,15.299789027570856,21.75,0.006766,0.339118,4,,141488.9,17956.06,,93.54,2027.67,259373.0,168813.0,0.0,0.0
002979,雷赛智能,2022,C40,仪器仪表制造业,1,广东省,12.2,-22523993.94,90095975.76,397,11380819.97,1.0,21.51,0.102723,0.445276,2,1,1,1,0,1,1,132547.1,11.79469333294143,18533.08,983.78,5.31,93.54,236957.0,115080.0,993480.0,837276.0,3967.48,5.986452005284438,6.677085047447195,0.0,18.316386068529425,0,11380819.97,16.247440125536663,5.986452005284438,6.677085047447195,12.2,18.316386068529425,16.247440125536663,21.51,0.102723,0.445276,2,5.31,132547.1,18533.08,983.78,93.54,3967.48,236957.0,115080.0,0.0,
002979,雷赛智能,2023,C40,仪器仪表制造业,1,广东省,14.86,-28798691.07,115194764.28,471,,1.0,21.56,0.060146,0.422569,3,1,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78,6.156978985585555,6.848006401507712,0.0,18.562134864915848,1,0.0,0.0,6.156978985585555,6.848006401507712,14.86,18.562134864915848,0.0,21.56,0.060146,0.422569,3,5.29,137905.4,18527.03,980.46,93.54,3866.78,240223.0,143141.0,0.0,0.0
002979,雷赛智能,2024,C40,仪器仪表制造业,1,广东省,12.3,-26954172.35,107816689.4,553,,1.0,21.59,0.088053,0.367382,4,1,1,1,1,1,1,141488.9,11.85997654775876,17956.06,,,93.54,259373.0,168813.0,1004280.0,692635.0,2027.67,6.317164686747284,7.008505999585013,0.0,18.495943031912894,1,0.0,0.0,6.317164686747284,7.008505999585013,12.3,18.495943031912894,0.0,21.59,0.088053,0.367382,4,,141488.9,17956.06,,93.54,2027.67,259373.0,168813.0,0.0,0.0
002980,华盛昌,2022,C40,仪器仪表制造业,1,,12.62,-10491311.79,41965247.16,313,1332841.83,1.0,20.87,0.084848,0.121887,2,1,1,1,0,1,1,,,,,,,,,,,,5.749392985908253,6.43935292291795,0.0,17.552352408980926,0,1332841.83,14.102824685232527,5.749392985908253,6.43935292291795,12.62,17.552352408980926,14.102824685232527,20.87,0.084848,0.121887,2,,,,,,,,,0.0,
002981,朝阳科技,2024,C39,计算机、通信和其他电子设备制造业,1,广东省,4.74,-12198026.24,48792104.96,384,,1.0,21.27,0.066777,0.396924,4,1,1,1,1,1,1,141488.9,11.85997654775876,17956.06,,,93.54,259373.0,168813.0,1004280.0,692635.0,2027.67,5.953243334287785,6.643791428564367,0.0,17.703079094623558,1,0.0,0.0,5.953243334287785,6.643791428564367,4.74,17.703079094623558,0.0,21.27,0.066777,0.396924,4,,141488.9,17956.06,,93.54,2027.67,259373.0,168813.0,0.0,
